Barcode,Batch,Equipment,Ingested,Call Number,Title,Author,Imprint,BibId
30112096771024,LO_2020_11_18,,FALSE,GT511 .C85 2017,A cultural history of dress and fashion /,"Vincent, Susan J.,","London : Bloomsbury Academic, an imprint of Bloomsbury Publishing Plc, [2017]",99828942812205899
30112114361410,LO_2020_11_18,,FALSE,HQ76.3.U5 M87 1999,Disidentifications : queers of color and the performance of politics /,"Muñoz, José Esteban,","Minneapolis : University of Minnesota Press, ©1999.",99416849612205899
30112065380245,LO_2020_11_18,,FALSE,792.842 L544l,Tree : belief/culture/balance /,"Lemon, Ralph.","Middletown, CT : Wesleyan University Press, c2004.",99474530612205899
30112071454968,LO_2020_11_18,,FALSE,ML342.5 .Y46,Uri yangak 100-yŏn /,"Yi, Kang-suk,","Sŏul-si : Hyŏnamsa, 2001.",99506178712205899
30112045947220,LO_2020_11_18,,FALSE,184 F662S1987,Smysl idealizma /,"Florenskiĭ, P. A.","Sergīev Posad : Tip Sv-Tr Sergīevoĭ Lavry, 1914.",99111557512205899
30112118228136,LO_2020_11_18,,FALSE,F3451.H8 S33 2016,Pozuzo : Auswanderer aus Tirol und Deutschland am Rande Amazoniens in Peru /,"Schabus, Wilfried.","Innsbruck : Universitätsverlag Wagner, [2016]",99816550412205899
30112071735747,DS_2020_11_18,BC100,TRUE,113 H678d,Dwellings : a spiritual history of the living world /,"Hogan, Linda.","New York : WW Norton, c1995.",99528863512205899
30112076870481,LO_2020_11_20,,FALSE,Q. 748.509 C838r,The rose window : splendor and symbol /,"Cowen, Painton","London : Thames & Hudson, 2005",99512246812205899
30112027180410,LO_2020_11_20,,FALSE,Q. 551.3 IN85I1988,Landslides = Glissements de terrain /,"International Symposium on Landslides 1988 : Lausanne, Switzerland)","Rotterdam ; Brookfield, Vt. : AA Balkema, 1988-",99152545612205899
30112000898848,LO_2020_11_20,,FALSE,415 G2864,The generic book /,"Pelletier, Francis Jeffry,","Chicago : University of Chicago Press, 1995.",99377516212205899
30112084562120,LO_2020_11_20,,FALSE,DS924.C39 Y53,"Saero ssŭnŭn Chejusa : chibangsa, yŏksa ilki ŭi saeroun sido /","Yi, Yŏng-gwŏn,","Sŏul-si : Hyumŏnisŭtʻŭ, 2005.",99583042512205899
30112119091137,LO_2020_11_20,,FALSE,PQ6041 .D57 2015,Los discursos de la ciencia y de la literatura en España (1875-1906) /,"Fillière, Carole,","Vigo : Academia del Hispanismo, 2015.",99800618112205899
30112125768660,LO_2020_11_20,,FALSE,ML3477.8.N48 C63 2019,"Everybody's doin' it : sex, music, and dance in New York, 1840-1917 /","Cockrell, Dale,","New York : W. W. Norton & Company, [2019]",99905153212205899
30112060494231,LO_2020_11_20,,FALSE,PR438.I67 P53 2010,Labors of innocence in early modern England /,"Picciotto, Joanna.","Cambridge, Mass. : Harvard University Press, 2010.",99626296812205899
30112078319164,LO_2020_11_20,,FALSE,ML3570 C44C6,Corridos in migrant memory /,"Chew Sánchez, Martha I.,","Albuquerque : University of New Mexico Press, 2006.",99520453612205899
30112116521466,LO_2020_11_20,,FALSE,ML410.S283 B78 2015,Schönbergs Musik 1899-1914 im Spiegel des kulturellen Umbruchs : von der Tondichtung zum Klangfarbenspiel /,"Bruhn, Siglind,","Waldkirch : Edition Gorz, Fachverlag für Geisteswissenschaften, 2015.",99790698112205899
30112106211383,LO_2020_11_20,,FALSE,319.91 D95V1930,Volkstelling 1930 : voorloopinge uitkomsten ...,"Dutch East Indies. Dept. van Landbouw, nijverheid en handel.","Batavia, 1931.",99291211212205899
30112013248932,LO_2020_11_20,,FALSE,947.084 G56M,"The midnight war : the American intervention in Russia, 1918-1920 /","Goldhurst, Richard.","New York : McGraw-Hill, ©1978.",9936196012205899
30112124324580,LO_2020_11_20,,FALSE,ML420.R279 A3 2019,Sweat the technique : the elements of writing-anything /,Rakim,"New York, NY : Amistad, an imprint of HarperCollins Publishers, 2019",99916766012205899
30112066680379,LO_2020_11_20,,FALSE,264 N416l,Learning through liturgy /,"Neville, Gwen Kennedy,","New York : Seabury Press, 1978.",99561678412205899
30112020056427,DS_2020_11_20,,FALSE,633.1505 MA,Maydica.,Istituto sperimentale per la cerealicoltura. Sezione di Bergamo.,"Bergamo, Istituto sperimentale per la cerealicoltura, Section of Bergamo, Italy 1956",99120757012205899
30112084689394,DS_2020_11_20,BC100,TRUE,PS3618.O8928 D647 2006,Dog sees God : confessions of a teenage blockhead /,"Royal, Bert V.","New York : Dramatists Play Service, c2006.",99533940712205899
30112117799764,DS_2020_11_20,BC100,TRUE,ML960 .F67B3 2015,The baroque trumpet revival : discovering the lost art of the baroque trumpet /,"Foster, John,","Chandler, Arizona : Hickman Music Editions, 2015.",99773947012205899
30112012685258,DS_2020_11_20,BC100,TRUE,ML960 .S63 1973,The music and history of the baroque trumpet before 1721,"Smithers, Don L.,","Syracuse, N.Y.] Syracuse University Press, 1973.",9917042712205899
30112014641135,DS_2020_11_20,,FALSE,788.1 SM6M,The music and history of the baroque trumpet before 1721,"Smithers, Don L.,","Syracuse, N.Y.] Syracuse University Press, 1973.",9917042712205899
30112010475744,DS_2020_11_20,,FALSE,PN239.P64 H37 1995,Political style : the artistry of power /,"Hariman, Robert.","Chicago : University of Chicago Press, 1995.",99376936412205899
30112113580580,DS_2020_11_20,,FALSE,PR275.W36 F35 2014,Wales and the medieval colonial imagination : the matters of Britain in the twelfth century /,"Faletra, Michael A.,","New York, NY : Palgrave Macmillan, 2014.",99756858612205899
30112053102528,LO_2020_11_20,,FALSE,301.092294 G412u2001,"""My dear Spencer"" : the letters of F.J. Gillen to Baldwin Spencer /","Gillen, Francis James,","Melbourne : Hyland House, 2001.",99437853512205899
30112058295574,LO_2020_11_20,,FALSE,052.09034 F863g,Gender and the Victorian periodical /,"Fraser, Hilary,","Cambridge ; New York : Cambridge University Press, 2003.",99468063912205899
30112116882793,LO_2020_11_20,,FALSE,726.50945 J635s,San Vitale in Ravenna and octogonal churches in late antiquity /,"Johnson, Mark Joseph.","Wiesbaden : Reichert Verlag, [2018]",99868895612205899
30112109390887,LO_2020_11_20,,FALSE,Q. 709.45 D28r:E2013,Eternal Ravenna : from the Etruscans to the Venetians /,"David, Massimiliano,","[Turnhout, Belgium?] : Brepols, 2013.",99733444112205899
30112124205326,LO_2020_11_20,,FALSE,Q. 741.973 T69u,Between worlds : the art of Bill Traylor /,"Umberger, Leslie,","Washington, DC : Princeton, NJ : Smithsonian American Art Museum ; [2018]",99875759812205899
30112110052120,DS_2020_11_20,BC100,TRUE,PN1993.5.C4 F8 2003,Between Shanghai and Hong Kong : the politics of Chinese cinemas /,"Fu, Poshek,","Stanford, Calif. : Stanford University Press, 2003.",99469728812205899
30112046687320,LO_2020_11_24,,FALSE,641.5973 C499,Civil War recipes : receipts from the pages of Godey's lady's book /,"Spaulding, Lily May,","Lexington, Ky. : University Press of Kentucky, c1999.",99418374912205899
30112118299863,LO_2020_11_24,,FALSE,591.50978 F663a,American Serengeti : the last big animals of the Great Plains /,"Flores, Dan L.","Lawrence, Kansas : University Press of Kansas, [2016]",99805779012205899
30112065261106,LO_2020_11_24,,FALSE,P302.7 .R45 1994,Relating events in narrative.,"Berman, Ruth Aronson.","Hillsdale, N.J. : L Erlbaum Associates, 1994-2004.",99385618612205899
30112126602371,DS_2020_11_24,BC100,TRUE,HQ30.5 .A53 2020,A quick & easy guide to sex & disability /,"Andrews, A.,","[Portland, Oregon] : Limerence Press, 2020.",99954765838905899
30112106164244,DS_2020_11_24,BC100,TRUE,SB. G493c,Notorious RBG : the life and times of Ruth Bader Ginsburg /,"Carmon, Irin,","New York, NY : Harper, an imprint of HarperCollins Publishers, [2017]",99855531112205899
30112051498852,DS_2020_11_24,,FALSE,961.03072 B468,"Beyond colonialism and nationalism in the Maghrib : history, culture, and politics /","Ahmida, Ali Abdullatif,","Houndmills, Basingstoke, Hampshire ; New York : Palgrave, 2000.",99429830212205899
30112046598402,DS_2020_11_24,BC100,TRUE,M2101.5 H55S9F887,Two responsories /,"Hildegard,","Kassel : Bryn Mawr, [Pa.] : Furore Verlag [c1996?].",99443166712205899
30112116828952,LO_2020_11_24,,FALSE,Q . 589.23 W492,Handbook of Ascomycota /,"Wergen, Björn,","Hornberg, Germany : Björn Wergen : 2018-",99954727109505899
30112116828945,LO_2020_11_24,,FALSE,Q . 589.23 W492,Handbook of Ascomycota /,"Wergen, Björn,","Hornberg, Germany : Björn Wergen : 2018-",99954727109505899
30112116874113,DS_2020_11_24,BC100,TRUE,726.6 C812b,Brunelleschi's Dome : the secret of its construction /,"Corazzi, Roberto.","Firenze : A Pontecorboli, [2017]",99840893612205899
30112072279570,DS_2020_11_24,,FALSE,PR438.S63 S28 2005,"Paper-contestations' and textual communities in England, 1640-1675 /","Sauer, Elizabeth,","Toronto ; Buffalo : University of Toronto Press, c2005.",99507416812205899
30112085488101,DS_2020_11_24,,FALSE,PN1999.S43 C45 2008,China forever : the Shaw Brothers and diasporic cinema /,"Fu, Poshek,","Urbana : University of Illinois Press, ©2008.",99567042212205899
30112086257828,DS_2020_11_24,BC100,TRUE,PN1999.S43 C45 2008,China forever : the Shaw Brothers and diasporic cinema /,"Fu, Poshek,","Urbana : University of Illinois Press, ©2008.",99567042212205899
30112100214524,DS_2020_11_24,BC100,FALSE,152.4 H1912,Handbook of emotions /,"Lewis, Michael,","New York : Guilford Press, ©1993.",99358824412205899
30112010488556,LO_2020_11_24,,FALSE,810.8 AP48,Appalachia inside out /,"Higgs, Robert J.,","Knoxville : University of Tennessee Press, c1995.",99375725212205899
30112024375849,LO_2020_11_24,,FALSE,Q. 726.59395 M285H,"Hagia Sophia : architecture, structure, and liturgy of Justinian's great church /","Mainstone, R. J.","New York, N.Y. : Thames and Hudson, 1988.",99118023012205899
30112054227332,LO_2020_11_24,,FALSE,Q. SB. L758s,"Karl, get out of the garden! : Carolus Linnaeus and the naming of everything /","Sanchez, Anita,","Watertown, MA : Charlesbridge, [2017]",99830408112205899
30112040032994,LO_2020_11_24,,FALSE,944.2004924 G562j,The Jews in medieval Normandy : a social and intellectual history /,"Golb, Norman.","New York : Cambridge University Press, c1998.",99406941112205899
30112072232728,LO_2020_11_24,,FALSE,Q. 720.9442 G767a,Architecture and society in Normandy 1120-1270 /,"Grant, Lindy.","New Haven [Conn.] : Yale University Press, c2005.",99504325212205899
30112045221519,LO_2020_11_24,,FALSE,Q. 304.6096651 P819,"Population and housing census, 1993.",Gambia. Central Statistics Dept.,"Banjul, The Gambia : Central Statistics Dept, Ministry of Finance and Economic Affairs, 1996.",99432391012205899
30112053190226,LO_2020_11_24,,FALSE,940.04395 Al15n,"The Normans in their histories : propaganda, myth and subversion /","Albu, Emily,","Rochester, N.Y. : Boydell Press, 2001.",99439079012205899
30112055943515,LO_2020_11_24,,FALSE,945.703 L925c,Conquerors and churchmen in Norman Italy /,"Loud, G. A.","Aldershot : Ashgate, c1999.",99444665512205899
30112116125706,LO_2020_11_24,,FALSE,PQ2712.O895 H57 2016,Histoire de la violence : roman /,"Louis, Édouard.","Paris : Éditions du Seuil, [2016]",99796873512205899
30112039911034,LO_2020_11_24,,FALSE,947.08 W58S,The Siberian intervention.,"White, John Albert.","Princeton : Princeton University Press, 1950.",99119133812205899
30112118162236,DS_2020_11_24,BC100,TRUE,PQ2712.O895 Q85 2018,Qui a tué mon père /,"Louis, Édouard,","Paris : Éditions du Seuil, [2018]",99862208612205899
30112102298277,DS_2020_11_24,BC100,TRUE,869.5 B4142s:E,Beauty salon /,"Bellatin, Mario,","San Francisco : City Lights Books, 2009.",99617700312205899
30112010441944,DS_2020_11_24,,TRUE,294.59 H588,Hindu myths : a sourcebook /,"Doniger, Wendy.","Harmondsworth ; Baltimore : Penguin, 1975.",9916202512205899
30112011136162,DS_2020_11_25,BC100,TRUE,SB. T783l,"Deep blues : Bill Traylor, self-taught artist /","Lyons, Mary",New York : Toronto : New York : Scribner's c1994.,99380183112205899
30112040519339,LO_2020_11_25,,FALSE,PE2751 .P47 1998,English and the discourses of colonialism /,"Pennycook, Alastair,","London ; New York : Routledge, 1998.",99409815612205899
30112103713217,LO_2020_11_25,,FALSE,Q. 745 H629,"History of design : decorative arts and material culture, 1400-2000 /","Kirkham, Pat,","New York : New Haven : Bard Graduate Center: Decorative Arts, Design History, Material Culture ; [2013]",99737026812205899
30112124959609,IA_2020_11_25,,FALSE,711.40973 P275P1,Quality of living.,Paterson Planning Board.,"Paterson, N.J. : Paterson Planning Board, 1973.",99237034812205899
30112008372499,IA_2020_11_25,,FALSE,Q. 624.152 OR6G,The ground movements related to braced excavation and their influence on adjacent buildings /,"O'Rourke, Thomas Denis,","Washington : Springfield, Va. : Dept of Transportation 1976.",9926540112205899
30112029867394,LO_2020_11_25,,FALSE,DS803 .K87 v.32-33,Azumakagami /,"Kuroita, Katsumi,","Tōkyō : Yoshikawa Kōbunkan, Shōwa 39-40 [1964-1965]",99176846112205899
30112029867386,LO_2020_11_25,,FALSE,DS803 .K87 v.32-33,Azumakagami /,"Kuroita, Katsumi,","Tōkyō : Yoshikawa Kōbunkan, Shōwa 39-40 [1964-1965]",99176846112205899
30112071381757,LO_2020_11_25,,FALSE,DS734.7.S453 H83,Song shu zhou jun zhi hui shi /,"Hu, Axiang,","Hefei Shi : Anhui jiao yu chu ban she, 2006.",99536969612205899
30112066072536,LO_2020_11_25,,FALSE,DS751.3 .G85,Song shi di li zhi hui shi /,"Guo, Li'an.","Hefei Shi : Anhui jiao yu chu ban she, 2003.",99493618312205899
30112102290381,LO_2020_11_25,,FALSE,945.471 D379r,Ravenna in late antiquity /,"Deliyannis, Deborah Mauskopf,","Cambridge ; New York : Cambridge University Press, 2010.",99616915712205899
30112056851451,LO_2020_11_25,,FALSE,597.09773 Sm63f2002,The fishes of Illinois /,"Smith, Philip W.","Urbana : Published for the Illinois State Natural History Survey by the University of Illinois Press, 2002.",99460870312205899
30112109370244,LO_2020_11_25,,FALSE,330.90511 M327v,The violence of financial capitalism /,"Marazzi, Christian.","Los Angeles : Cambridge, MA : Semiotext(E) c2011.",99698666212205899
30112011892624,LO_2020_11_25,,FALSE,B528 .R53 1969,Stoic philosophy,"Rist, John M.","London, Cambridge UP, 1969.",99110834112205899
30112052358469,LO_2020_11_25,,FALSE,791.43653 L124,"Ladies and gentlemen, boys and girls : gender in film at the end of the twentieth century /","Pomerance, Murray,","Albany : State University of New York Press, c2001.",99433246712205899
30112052404305,LO_2020_11_25,,FALSE,Q. 312.497 B871926,Obshti rezultati ot prebroi︠a︡vane na neselenieto v t︠s︡arstvo Bŭlgarii︠a︡ na 31 dekembriĭ 1926 god : résultats généraux du recensement de la population dans le royaume de Bulgarie au 31 décembre 1926.,Bulgaria. Glavna direkt︠s︡ii︠a︡ na statistikata.,"Sofia : Impr de l'État, 1931-1933.",99235222112205899
30112048103581,LO_2020_11_25,,FALSE,940.534971 M739z,Zrenjaninske vatre : zrenjanin u ratu i revoluciji /,"Momčilović, Đorđe.","Zrenjanin : Istorički arhiv Zrenjanin, 1987.",99421307712205899
30112083376274,LO_2020_11_25,,FALSE,HC427 .Q335,Zhongguo jing ji shi yan jiu /,"Quan, Hansheng.","Beijing Shi : Zhonghua shu ju, 2011.",99684573512205899
30112086679500,LO_2020_11_25,,FALSE,709.2 V44r,Art without an author : Vasari's Lives and Michelangelo's death /,"Ruffini, Marco.","New York : Fordham University Press, 2011.",99656465712205899
30112075523420,LO_2020_11_25,,FALSE,791.433 N162a2005,Anime from Akira to Howl's moving castle : experiencing contemporary Japanese animation /,"Napier, Susan Jolliffe,","New York : Palgrave Macmillan, 2005.",99512495512205899
30112076843017,LO_2020_11_25,,FALSE,DS706.5 .Z686,Zhongguo li shi di li gai shu = Zhongguo lishidili gaishu /,"Zou, Yilin.","Shanghai : Shanghai jiao yu chu ban she, 2005.",99532845312205899
30112031009001,LO_2020_11_25,,FALSE,PL755.6 .G45 1958 v.17,Enchi Fumiko shū /,"Enchi, Fumiko,","Tōkyō : Chikuma Shobō, Shōwa 34 [1959]",99731908312205899
30112001991899,LO_2020_11_25,,FALSE,781.63092 UT2S,Neizvestnyĭ Utesov : k 100-letii︠u︡ so dni︠a︡ rozhdenii︠a︡ / c Sostavitel' G. Skorokhodov.,"Skorokhodov, G.","Moskva : ""Terra"" 1995.",99379579912205899
30112107534551,LO_2020_11_25,,FALSE,781.71700922 M973,Music and the Wesleys /,"Temperley, Nicholas,","Urbana : University of Illinois Press, c2010.",99643693812205899
30112108778413,DS_2020_11_25,BC100,TRUE,PT2685.O36 Z624 2019,Christa Wolf : Antifaschistin - Humanistin - Sozialistin /,"Dahlke, Birgit,","Würzburg : Königshausen & Neumann, [2019]",99954806053105899
30112070847238,DS_2020_11_25,BC100,TRUE,759.13 T699d,"Bill Traylor, 1854-1949 : deep blues /","Helfenstein, Josef,","New Haven, CT : Yale University Press, [1999]",99417342612205899
30112076870747,DS_2020_11_25,BC100,TRUE,418.02 D448q,Qu'est-ce qu'une traduction relevante? /,"Derrida, Jacques.","Paris : L'Herne, 2005.",99511818712205899
30112000820511,DS_20202_11_25,BC100,TRUE,951.132 F95P,"Passivity, resistance, and collaboration : intellectual choices in occupied Shanghai, 1937-1945 /","Fu, Poshek,","Stanford : Stanford University Press, 1993.",99353435712205899
30112001151759,DS_2020_11_25,BC100,TRUE,374.001 EL42P1995,Philosophical foundations of adult education /,"Elias, John L.,","Malabar, Fla. : Krieger Pub Co, 1995.",99370074412205899
30112002076815,DS_2020_11_25,,TRUE,Q. 723.3 C86E1979,Early Muslim architecture /,"Creswell, K. A. C.","New York : Hacker Art Books, 1979, c1969.",9947864712205899
30112117091220,LO_2020_11_25,,FALSE,Q. 749.920946 B195bari,Balenciaga in black /,"Belloir, Véronique,","New York, NY : Rizzoli Electa, 2018.",99953269312205899
30112109271350,LO_2020_11_25,,FALSE,Q. 759.4 SI54M:E,Fashion in art : the Second Empire and impressionism /,"Simon, Marie,","London : Wappinger's Falls, N.Y. : Zwemmer 1995.",99379166812205899
30112117091238,LO_2020_11_25,,FALSE,Q. 746.920944 D623cu,Christian Dior /,"Cullen, Oriole,","London : V & A Publishing, 2019.",99953272812205899
30112109023876,LO_2020_11_25,,FALSE,q 746.92 An434in,In Vogue : the illustrated history of the world's most famous fashion magazine /,"Angeletti, Norberto.",New York : Enfield : Rizzoli 2012.,99706591612205899
30112065387299,DS_2020_11_25,BC100,TRUE,Q. 726.50949618 N336h,"Hagia Sophia, 1850-1950 : holy wisdom modern monument /","Nelson, Robert S.,","Chicago : University of Chicago Press, ©2004.",99477246412205899
30112071657792,DS_work-order-requested,,FALSE,968.221066 V843p,Portrait with keys : the city of Johannesburg unlocked /,"Vladislavić, Ivan,","London : Portobello, 2006.",99537902512205899
30112074780377,LO_2020_11_30,,FALSE,CURR. 372.21 REDLP2018B,A to Z ready for K : a complete 35-week preschool curriculum /,"Ehrhardt, Susan,","St. Paul, MN : Redleaf Press, 2018.",99896299912205899
30112052433569,LO_2020_11_30,,FALSE,312.85 P433CE1961,"Sexto censo nacional de población; primer censo nacional de vivienda, 2 de julio de 1961: centros poblados.",Peru. Dirección Nacional de Estadística y Censos.,"Lima, 1966.",99319740812205899
30112052433551,LO_2020_11_30,,FALSE,312.85 P433CE1961,"Sexto censo nacional de población; primer censo nacional de vivienda, 2 de julio de 1961: centros poblados.",Peru. Dirección Nacional de Estadística y Censos.,"Lima, 1966.",99319740812205899
30112052433585,LO_2020_11_30,,FALSE,312.85 P433CE1961,"Sexto censo nacional de población; primer censo nacional de vivienda, 2 de julio de 1961: centros poblados.",Peru. Dirección Nacional de Estadística y Censos.,"Lima, 1966.",99319740812205899
30112052433577,LO_2020_11_30,,FALSE,312.85 P433CE1961,"Sexto censo nacional de población; primer censo nacional de vivienda, 2 de julio de 1961: centros poblados.",Peru. Dirección Nacional de Estadística y Censos.,"Lima, 1966.",99319740812205899
30112016245646,LO_2020_12_01,,FALSE,M783.9 H9971950,Hymns ancient & modern.,"Baker, H. W.","London : Printed for the proprietors by W Clowes, [1950]",99179845612205899
30112062958209,LO_2020_12_01,,FALSE,335.43 Z8I,Izabrani spisi /,"Zrenjanin, Žarko,","Novi Sad : Muzej socijalističke revolucije Vojvodine, 1974.",9918707412205899
30112014539834,LO_2020_12_01,,FALSE,781.61 K638K:E,The art of strict musical composition /,"Kirnberger, Johann Philipp,","New Haven : Yale University Press, ©1982.",997676012205899
30112037452635,LO_2020_12_01,,FALSE,305.30944 D712,"Domesticating the empire : race, gender, and family life in French and Dutch colonialism /","Clancy-Smith, Julia Ann.","Charlottesville, VA : University Press of Virginia, 1998.",99406342512205899
30112076628277,LO_2020_12_01,,FALSE,PN1952 .K35B5 2008,"Blood on the stage : milestone plays of crime, mystery, and detection : an annotated repertoire, 1900-1925 /","Kabatchnik, Amnon,","Lanham, Md. : Scarecrow Press, 2008.",99858388612205899
30112047999617,LO_2020_12_01,,FALSE,PS153.C45 Y56 2000,Chinese American literature since the 1850s /,"Yin, Xiao-huang.","Urbana : University of Illinois Press, 2000.",99431137812205899
30112125783974,LO_2020_12_01,,FALSE,PR6057.A319 O24 2019,The ocean at the end of the lane /,"Gaiman, Neil,","New York, NY : William Morrow, an imprint of HarperCollins Publishers, 2019.",99932890212205899
30112116821106,LO_2020_12_01,,FALSE,LB1140.5.R4 S278 2013,So much more than the ABCs : the early phases of reading and writing /,"Schickedanz, Judith A.,","Washington, DC : National Association for the Education of Young Children, ©2013.",99887760612205899
30112018508298,LO_2020_12_01,,FALSE,016.3054205 D744F,"Feminist periodicals, 1855-1984 : an annotated critical bibliography of British, Irish, Commonwealth, and international titles /","Doughan, David.","Washington Square, N.Y. : New York University Press, 1987.",99103054012205899
30112016041581,DS_2020_12_01,BC100,TRUE,MT6 H27L68,Music primer; various items about music to 1970.,"Harrison, Lou,","[New York, C F Peters Corp, c1971]",99115819612205899
30112078354559,DS_2020_12_01,,FALSE,PN1993.5.I4 D88 2006,Filming the gods : religion and Indian cinema /,"Dwyer, Rachel.","London ; New York : Routledge, 2006.",99524026012205899
30112126594271,DS_2020_12_01,,FALSE,PN56.M94 M98 2018,"Myth, music and ritual : approaches to comparative literature /","Chira, Rodica Gabriela,","Newcastle upon Tyne, UK : Cambridge Scholars Publishing, 2018.",99952268112205899
30112010467006,DS_2020_12_01,,FALSE,PN56.P92 F45 1991,"Testimony : crises of witnessing in literature, psychoanalysis, and history /","Felman, Shoshana.","New York : Routledge, 1991.",99339132812205899
30112006567538,DS_2020_12_01,BC100,TRUE,305.420955 M724P,Populism and feminism in Iran : women's struggle in a male-defined revolutionary movement /,"Moghissi, Haideh,","New York : St Martin's Press, 1994",99369363012205899
30112049558908,DS_2020_12_01,BC100,TRUE,338.1738952 D346B,Brazil and the struggle for rubber : a study in environmental history /,"Dean, Warren.","Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1987.",99104867712205899
30112054774028,DS_2020_12_08,BC100,TRUE,940.548247 Z182,"Žarko Zrenjanin : kazivanja, poema : seánja boraca /","Biga, Milka.","Zrenjanin : Centar za kulturu, 1974.",9986014912205899
30112046700677,DS_2020_12_01,BC100,TRUE,371.2 L536c,Changing leadership for changing times /,"Leithwood, Kenneth A.",Buckingham : Philadelphia 1999.,99416394812205899
30112003657795,DS_2020_12_01,BC100,TRUE,PR151.W6 G45 1995,Gender and colonialism /,"Foley, Timothy P.,","Galway, Ireland : Galway University Press, 1995.",99385947312205899
30112049234336,DS_2020_12_01,,FALSE,610.28 L761,Living and working with the new medical technologies : intersections of inquiry /,"Lock, Margaret M.","Cambridge, UK ; New York, NY, USA : Cambridge University Press, 2000.",99428354912205899
30112006477522,DS_2020_12_01,BC100,TRUE,153 N66H,How we know /,Nobel Conference 1984 : Gustavus Adolphus College),"San Francisco : Harper & Row, ©1985.",9984715012205899
30112053195530,DS_2020_12_01,BC100,TRUE,390.0940902 B85d,The dangers of ritual : between early medieval texts and social scientific theory /,"Buc, Philippe,","Princeton, N.J. : Princeton University Press, c2001.",99440993512205899
30112097823386,DS_2020_12_01,BC100,TRUE,944.014092 L929d,"The penitential state : authority and atonement in the age of Louis the Pious, 814-840 /","De Jong, Mayke.","Cambridge ; New York : Cambridge University Press, 2009.",99592188212205899
30112015136556,DS_2020_12_01,,FALSE,F. M146H56 I57NO.4,Insurrections 4 : for percussion and 2-channel tape /,"Hinkle-Turner, Elizabeth.",Composition (D M A)--University of Illinois at Urbana-Champaign 1991 c1990.,99315462312205899
30112095937196,DS_2020_12_01,BC100,TRUE,Q. 782.154 L554N,Na rusalchyn velykdenʹ : opera na odnu dii︠u︡ : klavir /,"Leontovych, Mykola Dmytrovych,","Kyïv : ""Muzychna Ukraïna"", 1980.",99130543812205899
30112071464413,LO_2020_12_02,,FALSE,Q175 .K42,Ke xue ji shu de zhe xue fan si /,"Wu, Tong.","Beijing : Qing hua da xue chu ban she, 2004.",99513278012205899
30112037455265,LO_2020_12_02,,FALSE,PS201 .R85 1998,Democratic personality : popular voice and the trial of American authorship /,"Ruttenburg, Nancy.","Stanford, Calif. : Stanford University Press, c1998.",99406662512205899
30112002168281,LO_2020_12_02,,FALSE,940.5318 Y85T,The texture of memory : Holocaust memorials and meaning /,"Young, James Edward.","New Haven : Yale University Press, c1993.",99364990312205899
30112126603601,LO_2020_12_02,,FALSE,PC4826 .E73 2015,El español de los Estados Unidos /,"Escobar, Anna María,","Cambridge, United Kingdom : Cambridge University Press, 2015.",99954766207905899
30112117343969,LO_2020_12_02,,FALSE,791.43028 B871g,Golos kak kulʹturnyĭ fenomen /,"Bulgakowa, Oksana,","Moskva : Novoe literaturnoe obozrenie, 2015.",99800416112205899
30112030217118,LO_2020_12_02,,FALSE,HX39.5 .K85,Fan ke xue de Makesi zhu yi /,"Guo, Renyuan,","Shanghai : Min zhi shu ju, Minguo 16 [1927]",99249994012205899
30112100872438,LO_2020_12_02,,FALSE,PR448.E75 L83 2012,"Excitable imaginations : eroticism and reading in Britain, 1660-1760 /","Lubey, Kathleen,","Lewisburg, Pa. : Lanham, Md. : Bucknell University Press c2012.",99702882512205899
30112070980229,LO_2020_12_02,,FALSE,616.8 M47C,Clinical versus statistical prediction : a theoretical analysis and a review of the evidence /,"Meehl, Paul E.","Minneapolis : University of Minnesota Press, c1954.",99385783812205899
30112096557753,LO_2020_12_02,,FALSE,949.71 Il5m,Mastering the past in Vojvodina /,"Ilić, Vladimir.","Zrenjanin : Gradska narodna biblioteka ""Žarko Zrenjanin"", 2003.",99577948212205899
30112124314847,LO_2020_12_02,,FALSE,PR858.P425 F37 2019,Novel bodies : disability and sexuality in eighteenth-century British literature /,"Farr, Jason S.,","Lewisburg, Pennsylvania : Bucknell University, University Press, [2019]",99914010512205899
30112015794008,LO_2020_12_02,,FALSE,M1629.3.C5 A32C57,"Christmas-time songs and carols : designed for children, young people and adults ; for use in the home, the school, the Sunday school and the church, op. II /","Adams, Juliette Aurelia Graves,","Chicago : CF Summy Co, c1905.",9989295012205899
30112037386957,LO_2020_12_02,,FALSE,PS374.S97 B37 1997,States of sympathy : seduction and democracy in the American novel /,"Barnes, Elizabeth.","New York : Columbia University Press, c1997.",99403624912205899
30112125816980,LO_2020_12_02,,FALSE,P279 .B37 2020,What's your pronoun? : beyond he & she /,"Baron, Dennis E.,","New York : Liveright Publishing Corporation, a division of W.W. Norton & Company, [2020]",99937752812205899
30112116122315,LO_2020_12_02,,FALSE,749 L641c,Collecting design /,"Lindemann, Adam,","Köln : Taschen, ©2010.",99790912612205899
30112052169510,LO_2020_12_02,,FALSE,746.92092 T139s:E,Kenzo /,"Sanderichin, Ginette.","London : Thames & Hudson, 1999, ©1998.",99428927212205899
